LHS_div_r,TED,VIX,SENT,FEDFUNDS,INTERNET,ERM,Euro,US_bond_spread,Credit_to_GDP,Market_cap_to_GDP,Num_public_firms,Trade_to_GDP,Turnover_Domest_Total,Agg_Fin_Risk,Agg_Econ_Risk,Agg_Pol_Risk,Life_Exp,REIT_Liq,Dev_PC1
1,-0.30386526284142723,-0.25200564402742714,0.09172064590737902,0.33608490635893146,-0.6069685660160774,-0.005859607368451692,-0.34717077296547716,-0.2800009545312383,-0.013542627465262769,0.028637755639854975,0.11840873369318561,-0.1285158739801104,-0.0944952422522724,-0.012006064058814955,-0.2037567602360018,-0.11493809541107594,-0.15229107155125785,0.3912992430518843,-0.5136505246177986
-0.30386526284142723,1,0.420301331444162,0.06535979943271705,0.27361994019200114,0.15012348995180624,-0.08475382709699136,-0.2043564401615731,0.024130344069993932,0.053338712007582986,0.03906358499340656,0.015459737929814248,0.11694583683981506,0.3510577186198104,-0.04141128171190667,0.1401786538806297,-0.024902201598012663,0.02242625232766404,-0.10592825533846131,0.07445567214126247
-0.25200564402742714,0.420301331444162,1,-0.06296007070659895,-0.377221351173356,0.34295033420282434,-0.14067728982293057,0.3622703719647553,0.5509587501347463,0.11805172761344071,0.05293341172616936,-0.04571523371654835,0.0895605779469276,0.282164251228382,-0.035646298619490015,0.22468646513167506,0.07086646262335176,-0.017014316904762582,-0.09075004728558375,0.27191266124545077
0.09172064590737902,0.06535979943271705,-0.06296007070659895,1,0.354279818223497,-0.1545887424213394,-0.005195871814113565,-0.07692901143153583,-0.25662027345288146,-0.003931286821218349,0.0392462899200575,0.06206429195953905,-0.029167144007671997,-0.00813494538284897,-0.15036670850276718,0.12403078542461214,0.1465058725769688,-0.053494971563051504,0.05418400381429588,-0.10306027093930441
0.33608490635893146,0.27361994019200114,-0.377221351173356,0.354279818223497,1,-0.6555956006838787,0.0010574907289550874,-0.5870143425331322,-0.5344619616788447,-0.20908941451607507,-0.08726662596551138,0.1241927295206535,-0.1583619694661348,-0.1721265941369042,-0.1497393102189109,-0.1910147080340835,-0.07759489711719551,-0.0945624889705201,0.2744468373197628,-0.6107118217489845
-0.6069685660160774,0.15012348995180624,0.34295033420282434,-0.1545887424213394,-0.6555956006838787,1,-0.21580431156271981,0.6112526088271302,0.47375618231402006,0.3532269032241428,0.2798971845719378,-0.15351424520976564,0.3576420549391893,0.31301465000197737,0.1788577399139688,0.5079469849081601,0.07012855437947836,0.12859645552673404,-0.4144682810198702,0.9125524971375149
-0.005859607368451692,-0.08475382709699136,-0.14067728982293057,-0.005195871814113565,0.0010574907289550874,-0.21580431156271981,1,-0.06438361238717932,-0.03396641900960788,-0.11106916530197124,-0.08230177684598299,0.03438586479697543,-0.08036670865713742,-0.050062616469607496,0.04934491070163875,-0.28126446249326914,-0.08696130350558823,-0.005522998892451361,0.06130099674745739,-0.2536205242582422
-0.34717077296547716,-0.2043564401615731,0.3622703719647553,-0.07692901143153583,-0.5870143425331322,0.6112526088271302,-0.06438361238717932,1,0.652419742905875,0.10967092330295636,0.2097256605753656,-0.10594830122560275,0.20830985009573996,0.03490966758266075,0.07108396433572835,-0.06537467427255735,-0.04360743167011227,0.06737495914800395,-0.18020386490795207,0.4811079219172253
-0.2800009545312383,0.024130344069993932,0.5509587501347463,-0.25662027345288146,-0.5344619616788447,0.47375618231402006,-0.03396641900960788,0.652419742905875,1,0.12569238488122855,0.12329549213252615,-0.09397141965598504,0.13467164464909018,0.10825372516432762,0.04211383060145033,-0.036105939301484,-0.010690244034940465,0.06512258507248335,-0.18052844515803873,0.3793464907401862
-0.013542627465262769,0.053338712007582986,0.11805172761344071,-0.003931286821218349,-0.20908941451607507,0.3532269032241428,-0.11106916530197124,0.10967092330295636,0.12569238488122855,1,0.24549835060474118,0.5310456715815982,-0.13890126394233923,0.3987193432946536,0.03194380389983665,0.21948873530454757,0.009288438906885285,-0.06342780839611244,-0.2812579619427942,0.3855493994590889
0.028637755639854975,0.03906358499340656,0.05293341172616936,0.0392462899200575,-0.08726662596551138,0.2798971845719378,-0.08230177684598299,0.2097256605753656,0.12329549213252615,0.24549835060474118,1,-0.005902725042161543,0.6359371397752147,-0.06727269136884764,0.15188062679332323,0.27425867564926415,-0.0692379119681794,-0.018784510648058583,-0.11592462460308961,0.19875349979124096
0.11840873369318561,0.015459737929814248,-0.04571523371654835,0.06206429195953905,0.1241927295206535,-0.15351424520976564,0.03438586479697543,-0.10594830122560275,-0.09397141965598504,0.5310456715815982,-0.005902725042161543,1,-0.29578287802348824,0.36285963980379643,-0.11832676566283849,-0.024627574227576582,0.14089442523240356,0.13014893988964743,-0.3704509991642499,-0.015431512573678302
-0.1285158739801104,0.11694583683981506,0.0895605779469276,-0.029167144007671997,-0.1583619694661348,0.3576420549391893,-0.08036670865713742,0.20830985009573996,0.13467164464909018,-0.13890126394233923,0.6359371397752147,-0.29578287802348824,1,-0.12016899871592376,0.3924052276031641,0.4204433982531268,0.09489155115678145,0.1733919415174032,-0.04453161753004645,0.18995729516071713
-0.0944952422522724,0.3510577186198104,0.282164251228382,-0.00813494538284897,-0.1721265941369042,0.31301465000197737,-0.050062616469607496,0.03490966758266075,0.10825372516432762,0.3987193432946536,-0.06727269136884764,0.36285963980379643,-0.12016899871592376,1,0.06288933182938237,0.21438416440422448,0.18325222472822159,0.27665299749970296,-0.4552567116473741,0.39829631177753316
-0.012006064058814955,-0.04141128171190667,-0.035646298619490015,-0.15036670850276718,-0.1497393102189109,0.1788577399139688,0.04934491070163875,0.07108396433572835,0.04211383060145033,0.03194380389983665,0.15188062679332323,-0.11832676566283849,0.3924052276031641,0.06288933182938237,1,0.19537364787943953,-0.02748652555574657,0.13849567634854582,-0.1478690145756576,0.09483982261565078
-0.2037567602360018,0.1401786538806297,0.22468646513167506,0.12403078542461214,-0.1910147080340835,0.5079469849081601,-0.28126446249326914,-0.06537467427255735,-0.036105939301484,0.21948873530454757,0.27425867564926415,-0.024627574227576582,0.4204433982531268,0.21438416440422448,0.19537364787943953,1,0.46133299803887107,0.25649348716368087,-0.32146641318172764,0.5608983840294921
-0.11493809541107594,-0.024902201598012663,0.07086646262335176,0.1465058725769688,-0.07759489711719551,0.07012855437947836,-0.08696130350558823,-0.04360743167011227,-0.010690244034940465,0.009288438906885285,-0.0692379119681794,0.14089442523240356,0.09489155115678145,0.18325222472822159,-0.02748652555574657,0.46133299803887107,1,0.755743586066378,-0.42401607284385423,0.20123281775122961
-0.15229107155125785,0.02242625232766404,-0.017014316904762582,-0.053494971563051504,-0.0945624889705201,0.12859645552673404,-0.005522998892451361,0.06737495914800395,0.06512258507248335,-0.06342780839611244,-0.018784510648058583,0.13014893988964743,0.1733919415174032,0.27665299749970296,0.13849567634854582,0.25649348716368087,0.755743586066378,1,-0.4705141608597077,0.25543638020672094
0.3912992430518843,-0.10592825533846131,-0.09075004728558375,0.05418400381429588,0.2744468373197628,-0.4144682810198702,0.06130099674745739,-0.18020386490795207,-0.18052844515803873,-0.2812579619427942,-0.11592462460308961,-0.3704509991642499,-0.04453161753004645,-0.4552567116473741,-0.1478690145756576,-0.32146641318172764,-0.42401607284385423,-0.4705141608597077,1,-0.5116919423543316
-0.5136505246177986,0.07445567214126247,0.27191266124545077,-0.10306027093930441,-0.6107118217489845,0.9125524971375149,-0.2536205242582422,0.4811079219172253,0.3793464907401862,0.3855493994590889,0.19875349979124096,-0.015431512573678302,0.18995729516071713,0.39829631177753316,0.09483982261565078,0.5608983840294921,0.20123281775122961,0.25543638020672094,-0.5116919423543316,1
